Entrez_Gene_Id,Entrez_Gene_Id,Entrez_Gene_Id,TCGA-AA-3664-01,TCGA-AA-3715-01,TCGA-AA-A01P-01,TCGA-AA-A022-01,TCGA-AA-A02R-01
442862,442862,442862,,,-2.6283,,
5660,5660,5660,-1.3932,1.4955,0.4199,0.7173,1.2607
768239,768239,768239,,,-0.5132,,
29968,29968,29968,0.7431,0.7239,0.8177,0.1874,0.572
8000,8000,8000,1.0014,2.3702,-0.7881,-0.1509,-1.2666
84249,84249,84249,-1.8283,0.4271,1.2624,1.4884,1.1812
23362,23362,23362,-0.4049,0.2757,-0.3743,0.1881,0.499
23550,23550,23550,0.3768,-0.2844,0.1288,-0.1286,1.7349
5662,5662,5662,-0.1656,1.0307,1.3393,0.5256,-0.095
5663,5663,5663,-0.4027,-1.6898,-0.0067,1.0541,0.5168
5664,5664,5664,-0.3872,1.5332,0.9249,0.5361,0.2769
55851,55851,55851,-0.7032,0.0543,1.044,-0.6695,-0.5762
653492,653492,653492,,,,,
5680,5680,5680,,,-1.8103,,
5669,5669,5669,,,-0.4442,,
5670,5670,5670,,,-4.0571,,
5671,5671,5671,,,-1.9667,,
5672,5672,5672,,,-1.7502,,
5673,5673,5673,,,-2.2303,,
5675,5675,5675,,,-1.2218,,
5676,5676,5676,,,-2.842,,
440533,440533,440533,,,-1.4234,,
5678,5678,5678,,,-0.7929,,
100101490,100101490,100101490,0.3755,-0.7117,-0.5217,-1.681,-0.8569
11168,11168,11168,0.9738,-2.2812,-0.274,0.7458,-0.187
387590,387590,387590,-0.3831,1.5764,0.6082,1.5313,2.4332
5681,5681,5681,-0.7661,0.2024,-1.179,-0.0385,-0.3196
85481,85481,85481,,,-2.3876,,
5682,5682,5682,-0.2461,0.3842,0.7834,-0.5817,0.7019
5683,5683,5683,1.6338,-0.55,-0.0315,-1.4003,-0.3889
5684,5684,5684,0.2619,-0.2775,0.8449,-0.8636,0.1092
5685,5685,5685,0.6317,-0.6497,1.5568,0.2889,1.0383
5686,5686,5686,-0.7422,0.2386,1.0443,0.1071,0.0586
5687,5687,5687,-0.1673,0.2195,1.3098,0.7868,-0.0738
5688,5688,5688,-1.6437,0.6924,-0.9179,-1.0227,-0.8158
143471,143471,143471,,,0.8749,,
5699,5699,5699,-0.3145,2.2043,2.1581,1.1687,1.8759
122706,122706,122706,,,-3.2436,,
5689,5689,5689,-1.4369,0.7841,0.4178,-0.7233,-0.4775
5690,5690,5690,-0.7045,3.0821,1.5209,-0.1699,0.5338
5691,5691,5691,-2.0693,1.4427,0.363,0.077,-0.3811
5692,5692,5692,-2.2586,2.3543,0.7433,0.7523,0.0864
5693,5693,5693,-1.6744,1.8751,0.234,-0.5517,0.1715
5694,5694,5694,-1.4988,3.2981,1.5009,0.9832,0.2664
5695,5695,5695,-1.7675,2.3158,0.0215,1.2846,-0.1321
5696,5696,5696,-0.4717,2.1913,1.8761,1.3416,0.3162
5698,5698,5698,-0.3338,2.2672,2.3067,2.2863,1.7181
5700,5700,5700,-0.5482,-0.4134,1.1636,-0.3225,-0.4984
5701,5701,5701,-1.3353,0.1283,-0.1369,-2.0127,-1.2911
5702,5702,5702,-1.8911,2.5767,1.0562,-1.0621,-0.5821
29893,29893,29893,0.2894,1.2658,0.7565,-0.0396,0.6276
5704,5704,5704,-1.9964,2.2951,0.3996,-0.6419,-0.5827
5705,5705,5705,-1.6396,2.3141,1.1056,-1.0133,-1.0763
5706,5706,5706,0.3896,-1.1647,0.332,-0.8406,-0.4486
5716,5716,5716,0.0871,-0.3331,-0.5195,0.0961,-0.6493
5717,5717,5717,-0.1197,0.861,0.4441,-1.3609,0.2002
5718,5718,5718,0.6565,-1.5105,0.4957,-1.15,-0.028
5719,5719,5719,-1.2149,0.0162,0.6729,-0.9136,-0.4592
10213,10213,10213,-0.7543,-0.0343,0.17,-1.3988,-0.6418
5707,5707,5707,-2.0882,-1.4049,0.9942,0.2872,0.0343
5708,5708,5708,-0.3444,2.9298,1.0828,-0.4665,0.9129
5709,5709,5709,-1.8547,1.1492,-0.2035,-0.454,-0.1456
5710,5710,5710,-2.5651,1.2214,0.5921,-0.5492,-0.7459
5711,5711,5711,0.3459,-0.8535,0.162,-5.3031,0.3219
9861,9861,9861,0.2523,-0.422,0.1754,-0.9344,-0.5771
5713,5713,5713,-1.193,-0.2843,-0.5907,-1.6939,-1.5628
5714,5714,5714,-1.995,2.1067,-0.1491,-0.633,-0.5466
5715,5715,5715,-1.9482,3.4579,0.5482,1.7716,1.5891
5720,5720,5720,-0.1705,0.7214,1.9079,2.3211,2.1911
5721,5721,5721,-0.0906,0.4551,2.4876,2.0122,1.3267
10197,10197,10197,-0.7967,-0.9893,-0.477,-1.7979,-0.5369
23198,23198,23198,1.2431,-1.8795,0.5675,-0.7339,0.1246
9491,9491,9491,-1.8154,-0.2031,0.1524,-0.0431,0.1011
8624,8624,8624,0.7418,-1.7979,-0.9568,-0.9753,-0.2613
56984,56984,56984,0.9485,-1.2716,0.6004,1.961,0.1038
84262,84262,84262,0.5396,0.4001,0.1089,0.2196,0.3253
389362,389362,389362,-1.4951,1.2692,0.4489,0.9775,-0.1288
170679,170679,170679,-1.0108,-1.9552,-0.6709,1.3898,-0.0254
170680,170680,170680,-0.3373,-0.8315,-0.8075,0.4342,0.0399
100130889,100130889,100130889,0.3923,-1.7262,-0.0388,1.413,0.7846
55269,55269,55269,-0.4844,-2.1656,-0.14,-1.6984,0.0441
5723,5723,5723,0.7037,-0.9237,-0.6716,-1.3887,-1.2029
5623,5623,5623,-1.7519,-0.161,-1.7519,2.2712,-1.0623
84722,84722,84722,-0.1032,1.2589,0.2157,-0.5928,0.4495
118672,118672,118672,0.226,1.06,0.0849,0.399,0.6383
9051,9051,9051,-0.5141,2.1123,1.8112,1.8116,1.2477
9050,9050,9050,1.7214,-1.4171,0.0405,0.9703,-0.6526
5724,5724,5724,0.3864,2.1574,0.6121,0.1692,1.026
375743,375743,375743,2.0167,-1.6752,-0.249,0.5406,-0.3171
5725,5725,5725,0.3601,0.035,0.0989,-0.6529,0.659
58155,58155,58155,1.8335,-1.3771,0.4631,-0.2556,-0.3744
26024,26024,26024,-1.6237,-0.3161,-1.2151,-0.053,0.279
79810,79810,79810,1.0575,-0.0039,0.1654,-0.5927,1.4077
55037,55037,55037,-1.5547,-1.4073,-1.2573,-0.6364,0.9191
5727,5727,5727,-0.62,-2.0639,-2.0013,-0.9559,-1.2191
8643,8643,8643,-0.6966,0.6596,0.0578,1.4474,0.4139
139411,139411,139411,-0.8105,-1.3499,0.4512,-1.3499,-1.085
57540,57540,57540,0.0331,1.3022,-0.5415,1.2916,-1.0402
374308,374308,374308,,,-0.4943,,
171558,171558,171558,-1.8623,2.1765,0.8742,2.6669,0.6729
9791,9791,9791,-0.1035,0.8776,-1.5344,-1.5484,0.4855
81490,81490,81490,-1.7284,1.6892,-0.6304,0.8705,0.3244
5728,5728,5728,-0.6122,-0.655,0.5954,-0.6691,0.0885
11191,11191,11191,-0.0025,-0.7363,0.3951,-0.778,0.2228
9317,9317,9317,1.2159,-2.4167,-0.1853,-0.3256,0.8431
256297,256297,256297,,,-1.3732,,
5729,5729,5729,1.6515,0.3532,0.1347,-0.8898,-1.1837
5730,5730,5730,-0.9644,0.8724,0.3822,-0.3462,0.8768
5731,5731,5731,-1.0852,-0.2551,-0.8036,0.2846,-0.1707
5732,5732,5732,1.3222,-0.4099,-0.5727,-0.272,0.2814
5733,5733,5733,-0.5582,0.1447,0.741,-0.2046,-0.438
5734,5734,5734,0.4613,-0.2958,-0.6808,-0.6241,-0.5437
80142,80142,80142,-1.2943,1.266,0.7175,0.4853,0.0205
10728,10728,10728,0.7954,-1.9433,-0.3514,0.5734,0.8658
9536,9536,9536,0.3504,1.4761,1.4847,0.9374,0.3902
5737,5737,5737,-0.4404,-0.8622,0.5917,-0.8493,-0.5285
5738,5738,5738,0.4568,0.966,0.7901,-0.3869,1.1074
5739,5739,5739,-0.0561,1.9042,1.0678,-0.628,0.15
5740,5740,5740,-0.8447,0.8347,0.7874,-0.2224,0.4561
22949,22949,22949,-0.0197,-1.5942,-0.2345,0.7222,-0.8618
145482,145482,145482,1.4208,-0.588,-1.2401,-0.6809,-0.9778
5742,5742,5742,-0.3848,0.5963,-0.1561,-0.1344,0.0474
5743,5743,5743,1.7326,1.4179,-0.6122,1.8618,-0.3729
5745,5745,5745,-1.4158,1.266,0.7145,-1.7832,-1.0061
113091,113091,113091,,,-2.6811,,
5746,5746,5746,0.7368,-0.6045,-0.6573,-0.6045,4.2881
5741,5741,5741,,,-4.4209,,
5744,5744,5744,-0.3038,0.7519,0.6982,0.9373,-0.3014
5747,5747,5747,2.3682,-0.971,-1.1581,-0.8971,-0.741
2185,2185,2185,-1.6022,0.7084,0.4947,1.1456,-0.3866
5753,5753,5753,0.6835,-0.6923,-0.8754,-0.4758,-2.3821
5754,5754,5754,-0.0857,1.1161,-0.4588,-0.1507,-0.2647
5757,5757,5757,-0.6108,-1.5281,0.7698,0.0504,0.3651
5763,5763,5763,-1.5189,0.5699,0.6146,1.0782,0.6996
5764,5764,5764,0.1712,-0.2798,0.128,-0.9157,-1.4157
53635,53635,53635,-2.1205,2.301,0.5121,1.7123,-0.1709
7803,7803,7803,0.7947,-2.0619,-1.1542,-0.24,-0.6054
8073,8073,8073,0.9752,-1.1586,1.67,-0.0431,-0.7698
11156,11156,11156,0.3192,-0.5336,-0.32,-0.833,-1.232
138639,138639,138639,1.1118,-1.387,-0.9401,0.7191,-2.0406
9200,9200,9200,1.0979,-0.3444,0.2609,0.9741,1.055
51495,51495,51495,0.5825,-0.5516,-0.6636,0.2841,0.8156
401494,401494,401494,-0.1688,-0.5478,0.3351,-0.2918,-0.1483
201562,201562,201562,0.7899,-0.6477,0.2669,-0.5504,-0.1773
114971,114971,114971,-1.4006,0.8174,0.7739,-0.141,0.5218
5781,5781,5781,0.8697,-0.8855,-0.135,-0.3667,1.0546
5782,5782,5782,1.0268,-0.8314,0.7582,-1.6136,-0.1195
5783,5783,5783,0.0387,0.8134,-0.518,2.0129,0.9521
5784,5784,5784,-0.5709,1.296,0.7317,-0.0538,0.3849
5770,5770,5770,-1.02,0.2162,-0.564,-0.5598,-0.91
26469,26469,26469,0.5756,0.0319,0.4217,0.4424,0.7832
653129,653129,653129,,,-0.5094,,
26095,26095,26095,-0.2838,-1.3839,-1.1379,-1.3839,-1.3839
11099,11099,11099,0.5719,0.388,0.8159,-0.3926,-0.7924
26191,26191,26191,1.0621,-0.1048,1.2647,0.8178,1.1849
25930,25930,25930,-0.9144,1.8415,0.9918,1.2974,1.1106
5771,5771,5771,0.7199,-1.0,0.7403,1.1904,0.6401
5774,5774,5774,-0.2829,-1.2165,-1.1833,1.1481,-0.602
5775,5775,5775,0.5699,-1.1315,0.1827,-0.8158,-0.0825
84867,84867,84867,-0.9969,0.7543,2.9569,-0.0857,-1.7339
5777,5777,5777,-0.9662,2.8956,0.8768,1.2586,-0.0401
5778,5778,5778,0.1681,0.8143,1.2526,0.7747,0.8675
5780,5780,5780,-0.2924,-0.0354,-0.4036,0.5651,0.916
5786,5786,5786,-0.6893,-0.7587,-0.1313,-0.0903,0.0037
5787,5787,5787,0.5265,-0.7938,-1.277,0.8509,-0.7257
5788,5788,5788,0.4541,0.6256,1.3132,0.3759,1.2358
5790,5790,5790,-0.6209,1.8617,2.1088,1.504,1.5245
5789,5789,5789,0.4292,-1.0701,-0.9183,-2.6817,-2.0809
5791,5791,5791,-0.0982,2.0563,-1.0958,1.4796,0.7391
5792,5792,5792,-0.3615,0.6199,-1.3433,-1.4108,-0.4488
5793,5793,5793,-0.585,0.3381,-0.2174,-0.1212,0.3032
5794,5794,5794,0.4695,-0.8648,0.4512,1.7908,-0.9972
5795,5795,5795,0.5091,-0.4362,1.1823,0.2163,-0.0111
5796,5796,5796,-1.448,-2.2003,0.2642,-0.8757,-1.465
5797,5797,5797,-0.8522,0.5418,1.187,-0.9841,-0.6971
5799,5799,5799,-0.1152,-0.2217,1.2404,-0.7025,-0.7438
5798,5798,5798,-1.2671,0.9008,1.5927,0.3303,0.2213
5800,5800,5800,0.0218,-1.223,-1.5091,-1.9616,-1.2843
374462,374462,374462,,,-1.2599,,
5801,5801,5801,-0.1026,1.3154,0.4619,2.4124,0.9995
5802,5802,5802,-0.6562,1.1668,0.777,-0.8735,-0.7886
11122,11122,11122,-1.0091,-0.9753,-1.3431,-0.3761,-1.8123
10076,10076,10076,0.4652,1.97,1.0105,2.3014,2.1447
148713,148713,148713,0.8071,0.864,-0.5915,-1.5742,-1.1188
5803,5803,5803,-1.3239,0.1204,0.5091,-0.3901,-1.1414
284119,284119,284119,-1.1182,1.7217,0.9819,1.0561,1.6907
138428,138428,138428,-0.6986,1.607,0.9845,0.4707,-0.1863
51651,51651,51651,-1.2156,-0.8574,-0.445,-1.4948,-0.6641
5805,5805,5805,-0.2891,-1.5615,-0.5659,0.0686,-1.2489
9232,9232,9232,0.015,-0.1069,0.2221,-0.0193,0.4016
754,754,754,0.3553,1.3472,1.3642,-0.0608,-0.6416
10744,10744,10744,0.4678,-1.8694,-1.8694,-0.9392,-1.1609
26255,26255,26255,0.3274,-1.6462,0.0139,-0.0232,-1.6462
5806,5806,5806,-0.9143,1.6094,0.1095,-0.9658,-1.157
390667,390667,390667,-1.5288,-1.5288,-1.5288,0.4429,-1.5288
22827,22827,22827,-0.5314,2.1198,-0.3403,-0.6403,-0.4011
9698,9698,9698,0.8393,-0.7655,-0.2785,-2.4893,0.162
23369,23369,23369,0.9523,-1.7296,-0.3437,-1.3381,-0.2339
5813,5813,5813,1.2871,1.8275,0.6165,0.3182,-0.5438
5814,5814,5814,2.6179,-2.4063,-0.9252,-1.1567,-0.9727
29942,29942,29942,-1.8384,0.533,-0.6136,-0.7615,-1.8384
150962,150962,150962,1.4379,-2.8931,-0.9546,-0.7867,-0.8602
80324,80324,80324,-0.0615,1.2782,-0.4771,0.6591,2.3176
83480,83480,83480,0.3689,-3.2531,0.0094,-0.2657,-3.7177
54517,54517,54517,0.8709,-1.9931,-1.719,-1.4296,-0.1089
83448,83448,83448,0.1728,-1.6531,-0.5234,-0.2758,0.4916
126789,126789,126789,0.0839,2.171,0.6086,-0.4259,0.4625
5816,5816,5816,-1.5504,-0.3523,0.3929,-1.5504,-1.5504
5817,5817,5817,-0.3847,-0.1494,-0.9515,-2.7346,-0.4183
79037,79037,79037,0.2034,0.4697,0.6686,1.1904,0.7074
5818,5818,5818,-1.1208,-0.0463,-2.7158,-1.4385,-1.302
5819,5819,5819,-1.4677,1.9425,1.1285,2.6133,1.342
25945,25945,25945,0.6793,-0.4459,-2.1256,0.028,-0.3871
81607,81607,81607,1.4457,-0.1102,-0.1067,-1.1741,-1.8385
5820,5820,5820,1.3408,0.0985,-1.4121,-1.1909,-0.8963
11137,11137,11137,-0.7359,0.4338,-0.4824,-1.4961,0.6915
5822,5822,5822,-1.1469,0.9966,-0.2909,-0.7548,0.7215
791114,791114,791114,,,-1.4581,,
791115,791115,791115,,,-2.3126,,
114825,114825,114825,1.938,-1.9446,-0.9945,-0.177,0.0184
170394,170394,170394,-0.7962,0.6861,0.0501,1.217,0.9645
7837,7837,7837,-0.7826,1.0328,0.836,-0.3251,-0.5216
137902,137902,137902,-0.9449,1.0898,0.6137,0.3766,-2.1549
54899,54899,54899,0.0145,-1.2363,-0.5859,-1.1434,0.4778
5827,5827,5827,0.2801,-3.075,-1.2358,1.2415,1.0052
11264,11264,11264,-0.6708,-2.3788,-0.8327,-2.5328,-2.3715
5829,5829,5829,-0.4342,3.9974,-0.482,0.8316,1.3692
222659,222659,222659,,,-2.2369,,
29108,29108,29108,-0.9761,2.2293,0.466,1.4462,-0.0027
5831,5831,5831,-1.4681,0.9873,0.3386,-0.0586,-0.0038
29920,29920,29920,-0.2297,1.1367,0.0393,-0.9426,-0.1068
65263,65263,65263,0.5151,1.5033,-0.4291,-0.1288,0.5604
260434,260434,260434,,,-1.5479,,
152138,152138,152138,,,-2.8386,,
5834,5834,5834,-0.4629,-0.5645,0.8297,-1.1328,-1.7648
5836,5836,5836,0.6954,1.0117,1.5678,1.1089,-0.9818
5837,5837,5837,-0.8486,0.5272,1.1176,1.2705,-0.1186
26108,26108,26108,-1.7038,-0.0141,0.7426,-1.3483,-0.987
90780,90780,90780,1.1988,-0.7688,-0.0579,0.6352,0.9156
149628,149628,149628,0.2372,-0.5074,1.4164,1.2849,1.3707
79912,79912,79912,1.5733,0.0675,-0.1873,0.1732,-0.8367
84795,84795,84795,0.9785,1.2562,-0.6891,0.9133,0.4087
23615,23615,23615,-1.9786,1.2751,-0.0386,3.2455,-1.9786
5697,5697,5697,0.211,-1.0912,-1.3757,-0.9757,-1.0581
5858,5858,5858,-0.0595,0.2993,-0.2173,-1.208,0.9334
5859,5859,5859,-1.0271,0.1423,-0.8308,-0.622,-0.7341
5860,5860,5860,-0.6853,-0.5339,0.1028,-0.5168,0.9924
9444,9444,9444,-0.0074,0.3698,0.909,-0.8143,-0.0472
25797,25797,25797,0.4235,0.1173,0.1673,-0.3783,-2.0802
54814,54814,54814,-0.9355,0.6651,-1.0154,0.1326,-0.5203
23475,23475,23475,-0.2361,-1.0818,-1.8278,-2.3801,-2.4475
347148,347148,347148,0.8465,1.4319,-0.2845,2.9176,-0.0511
84109,84109,84109,,,-0.9312,,
54870,54870,54870,0.0794,1.0949,0.5503,0.6491,1.1116
84074,84074,84074,-0.792,1.0044,0.6987,2.2442,0.0283
55278,55278,55278,-0.5043,-2.4571,-0.8908,-0.9945,-1.1065
79832,79832,79832,1.6246,-1.0326,0.5543,-1.9352,0.8491
5768,5768,5768,0.4698,1.0932,0.6178,1.1977,0.0479
169714,169714,169714,0.5673,0.6758,-0.2195,0.755,0.2181
81890,81890,81890,-0.7545,0.8942,-0.7458,-0.6023,0.2423
79691,79691,79691,0.9171,-2.7664,-0.7442,-0.8184,-0.62
203069,203069,203069,-2.1921,0.9777,0.5312,0.6869,0.2927
23518,23518,23518,0.5453,-0.3793,-0.462,-0.1456,-0.8918
22864,22864,22864,0.1198,0.4133,-0.5984,1.9817,0.1453
140902,140902,140902,0.145,-2.504,-1.7727,-2.504,-2.504
10890,10890,10890,0.3668,-1.54,-0.3345,-1.9691,-0.686
8766,8766,8766,0.1417,-1.0921,1.0698,-0.8206,-0.3644
9230,9230,9230,-2.4381,1.9372,0.8435,1.2429,0.5415
80223,80223,80223,1.0422,-1.5442,-1.3054,-0.0189,-0.5249
22841,22841,22841,2.0593,-1.6692,-0.4593,-1.5919,-0.6097
9727,9727,9727,0.8119,-0.0503,-0.8842,0.4209,1.1553
84440,84440,84440,-0.0954,-2.4341,-1.0661,0.4154,-1.1379
26056,26056,26056,0.104,0.2455,0.1323,0.7125,0.9954
201475,201475,201475,1.4045,0.2707,0.9802,1.183,1.2536
5872,5872,5872,-0.5146,0.4241,1.3004,-0.0921,-1.0745
51552,51552,51552,0.5621,-0.2293,0.3287,0.6115,0.1473
376267,376267,376267,-0.175,0.218,-2.7941,-1.8926,-1.7494
64284,64284,64284,-1.8479,-0.0285,-0.7579,-0.0439,-0.6556
22931,22931,22931,0.2875,-2.4256,0.4207,-0.5304,-0.6045
401409,401409,401409,0.0444,1.2165,0.3716,0.3173,-0.1429
5861,5861,5861,-0.2618,-1.9017,0.3874,-1.1426,-1.5567
81876,81876,81876,-2.0315,2.3571,0.6306,0.5769,-0.4587
55647,55647,55647,-1.113,-1.0039,0.4393,-0.1927,-0.2174
23011,23011,23011,1.2091,-1.628,-0.2106,0.6676,0.2659
57403,57403,57403,0.3729,-2.0162,-0.8487,-1.3691,-0.8179
51715,51715,51715,0.4836,-1.3778,0.3435,-0.8541,-0.2827
53917,53917,53917,0.6023,1.6641,0.8535,1.3703,-1.2475
57111,57111,57111,-0.122,0.4058,0.0983,-0.5536,-0.5794
25837,25837,25837,1.0212,2.701,-0.3117,-0.356,-0.5724
5873,5873,5873,0.3468,-0.5257,1.2759,-0.1319,0.0792
5874,5874,5874,1.0781,1.3899,1.786,1.3489,1.787
9364,9364,9364,0.9464,-0.9566,0.3123,0.0708,0.1676
5862,5862,5862,0.5135,0.6875,-0.6489,-2.2089,-1.5823
84932,84932,84932,0.4408,0.5463,0.5215,1.0962,-0.5759
27314,27314,27314,-0.3407,0.0663,0.1194,-0.3081,-1.5389
11031,11031,11031,-0.5047,0.7621,1.36,0.241,0.3951
10981,10981,10981,-1.5697,-1.6582,-0.2119,-2.958,-1.8619
9363,9363,9363,-0.6617,2.4452,1.1992,1.2019,0.7284
83452,83452,83452,1.5708,-1.6745,0.0352,-0.4708,-0.1506
83871,83871,83871,-1.7742,1.3583,0.9613,0.0477,-0.0091
11021,11021,11021,-1.958,3.503,0.5473,2.0784,1.9742
9609,9609,9609,0.6051,-0.3216,-0.6195,1.086,1.189
326624,326624,326624,-1.2753,0.3545,-0.289,0.786,-1.0344
23682,23682,23682,-0.6736,0.5063,1.6519,1.525,2.3311
54734,54734,54734,0.1217,0.5552,0.3126,-1.2092,0.25
116442,116442,116442,-1.1513,0.6887,1.2072,1.1198,0.7803
5864,5864,5864,0.1462,2.1482,0.2439,1.8903,0.9836
5865,5865,5865,0.5441,2.1705,-0.8661,-0.1926,0.0817
115827,115827,115827,-0.7604,-1.4518,1.5914,-0.4541,-0.6457
9545,9545,9545,0.3228,0.7446,-0.3851,-1.2993,-1.4073
22930,22930,22930,0.3615,-0.1366,0.5069,-0.4432,0.0034
25782,25782,25782,1.9338,-2.179,-0.3948,-1.288,-0.2027
5866,5866,5866,-1.1872,1.6108,0.8926,1.7919,0.5027
117177,117177,117177,0.6301,-2.3367,-1.7318,0.8434,0.4084
142684,142684,142684,1.004,-1.0168,0.1874,1.7465,0.0297
282808,282808,282808,0.6864,-0.2541,-0.2929,2.2708,-0.1298
10966,10966,10966,0.0075,-2.9586,1.297,-0.079,0.143
57799,57799,57799,-0.3551,0.4166,-0.355,1.6236,0.2913
347517,347517,347517,-1.2902,-1.2336,-1.1996,-0.8308,-0.5545
115273,115273,115273,-0.0658,1.3154,0.8689,0.2236,2.1316
339122,339122,339122,-0.1823,1.4627,0.0217,1.8194,0.7113
5867,5867,5867,1.3566,-3.6548,-0.4779,-1.36,-0.4202
53916,53916,53916,-1.8092,0.3506,1.6211,2.1228,-0.6701
5868,5868,5868,0.6316,-2.5149,-0.0428,-1.0503,-0.6293
5869,5869,5869,-0.9227,-1.1815,-0.6622,1.6091,0.5392
5878,5878,5878,-2.4203,1.373,-0.1429,-0.2706,-0.789
5870,5870,5870,0.3331,-1.9425,-0.5015,-0.5885,-0.463
51560,51560,51560,-0.0677,2.045,-0.1578,-0.2536,-1.4347
84084,84084,84084,1.1074,-1.978,-0.5403,0.0727,-0.4827
7879,7879,7879,-2.2,-1.5841,-0.2403,-1.0025,-0.152
8934,8934,8934,2.5587,-0.7781,0.42,0.0516,0.329
4218,4218,4218,-2.2079,0.476,1.437,1.1253,-0.9428
51762,51762,51762,1.3092,-0.5238,0.7596,0.083,0.584
9367,9367,9367,-0.5984,-1.7617,-0.4237,1.1904,-1.3569
51209,51209,51209,-2.2356,0.1249,-0.6599,-0.3401,-1.562
9366,9366,9366,,,,,
10567,10567,10567,-1.3078,2.249,0.2936,0.8941,-0.9603
9135,9135,9135,1.9435,-1.4578,0.976,-0.1533,0.611
79874,79874,79874,-0.6131,0.4714,-0.418,-0.8087,-0.7761
10244,10244,10244,-1.9325,-0.2779,-0.857,-0.1487,-1.2069
23637,23637,23637,0.0432,-0.8343,0.3796,0.597,0.5694
9910,9910,9910,1.229,-0.6298,1.3634,0.3953,0.6496
27342,27342,27342,-0.6309,-1.5932,-0.669,-0.3968,-1.4096
5875,5875,5875,-0.768,2.3257,0.1828,1.1078,-0.1515
5876,5876,5876,0.5088,-1.4873,-0.4002,-0.3378,-0.2784
5877,5877,5877,1.4568,-0.8956,-0.3644,-1.0046,-1.3082
11159,11159,11159,-0.0516,-0.1683,1.1723,3.0435,-0.4125
11158,11158,11158,0.611,-0.2587,1.6834,2.4292,0.4342
285282,285282,285282,0.2616,-2.8026,0.2484,-0.1147,-0.3521
64792,64792,64792,-1.5115,0.2631,0.0705,1.0637,-0.1962
5879,5879,5879,1.5536,-1.7528,0.2387,-1.0615,-1.6319
5880,5880,5880,0.2329,3.2579,1.5355,0.6424,0.7658
5881,5881,5881,0.5434,2.5663,0.6165,1.1623,2.4639
29127,29127,29127,0.2061,0.0901,0.0053,-1.0778,-0.2218
83956,83956,83956,0.754,0.4895,-0.0987,-0.295,-0.2447
5810,5810,5810,0.7629,0.0056,-0.098,-1.6048,-0.1235
5884,5884,5884,1.0872,-1.1781,0.5856,0.04,0.2398
56852,56852,56852,1.361,-2.1142,-0.3197,-2.3235,0.4502
5885,5885,5885,0.9766,-1.4815,-0.4635,-1.3168,0.0609
642636,642636,642636,,,-1.4194,,
5886,5886,5886,-1.2391,0.4882,0.2629,0.4699,-0.2614
5887,5887,5887,-0.114,-0.7304,-0.1278,-0.175,-0.4499
10111,10111,10111,0.6418,-3.5515,-0.0953,-1.0741,-1.5883
5888,5888,5888,0.9037,0.2473,1.1083,-2.7264,1.2743
10635,10635,10635,1.1789,-0.5651,-0.1496,-1.5004,0.7622
729475,729475,729475,2.0871,-1.893,-0.4678,-0.532,-0.3712
5889,5889,5889,0.527,-0.4164,0.4369,-0.2045,0.3954
5890,5890,5890,0.2475,-0.9896,-0.2554,-0.5915,-0.9289
5892,5892,5892,0.1381,0.8515,-0.0612,0.5284,1.8284
5893,5893,5893,1.4261,0.7512,-1.96,-0.1311,0.1972
25788,25788,25788,1.5116,-1.6067,-0.2962,-1.7493,-0.4828
23132,23132,23132,0.5534,0.5741,0.1107,0.5416,0.6881
8438,8438,8438,0.728,1.1163,0.9478,-1.0114,1.1212
5883,5883,5883,0.1221,1.6494,0.4835,1.9221,1.0876
144715,144715,144715,1.1445,0.5132,0.1957,0.8767,-0.2274
55698,55698,55698,-1.3848,2.1335,-0.0896,0.6482,1.945
8480,8480,8480,-0.9922,-1.3915,-0.9627,-1.5555,-0.3521
135250,135250,135250,-0.9395,0.1592,1.0217,0.2861,-1.8182
353091,353091,353091,-0.3933,0.9658,1.2304,1.774,0.1169
646024,646024,646024,0.208,1.3851,1.66,2.7811,2.0295
154064,154064,154064,-0.1755,0.8016,0.7604,2.1907,0.8842
5894,5894,5894,-0.4004,1.0752,0.2378,-1.5502,0.6177
5896,5896,5896,0.4256,-1.0913,1.6161,-0.7382,-1.1407
55974,55974,55974,0.9425,1.9447,0.2592,0.1158,-0.572
5897,5897,5897,,,-1.9621,,
5891,5891,5891,-0.1782,0.0202,-0.0865,0.205,-1.4134
10743,10743,10743,1.1363,1.6446,0.7542,1.6072,2.2685
26064,26064,26064,0.3243,0.9036,0.4994,0.0875,0.5401
10742,10742,10742,-1.0201,-0.3063,0.073,-1.1649,-0.9071
5898,5898,5898,1.3052,-1.8135,-0.5786,-0.914,-1.115
5899,5899,5899,-0.1705,-1.486,0.7096,0.0477,-0.6364
10928,10928,10928,0.8174,-0.5236,0.9699,1.3343,0.5408
253959,253959,253959,1.27,-2.6838,-0.7112,0.9898,-0.9
57186,57186,57186,0.2461,-1.8416,-0.0475,-1.1223,-0.7385
57148,57148,57148,0.555,-2.269,-0.8838,-0.96,-0.8053
5900,5900,5900,-0.6048,1.1828,0.6259,3.0903,0.63
9649,9649,9649,0.8677,-0.7574,0.2162,3.2545,0.4581
55103,55103,55103,2.3075,-1.5173,-0.7712,-0.6904,0.497
22913,22913,22913,-1.724,0.1655,-0.6209,-0.6046,-1.1286
138046,138046,138046,,,-0.5945,,
10267,10267,10267,-0.1257,-0.0871,0.9093,2.5572,0.8161
