Entrez_Gene_Id,TCGA-AA-3664-01,TCGA-AA-3715-01,TCGA-AA-A01P-01,TCGA-AA-A022-01,TCGA-AA-A02R-01
728190.0,-0.0931,-0.7711,-0.8059,-0.1911,-0.815
728264.0,0.4066,0.6523,1.6518,0.1047,-0.1817
728323.0,-0.1145,-0.8251,-0.5789,0.9115,-0.4545
728392.0,-1.0558,2.9989,0.777,0.3903,0.0514
728554.0,0.5167,-0.0252,0.1595,-0.5257,1.382
728606.0,-0.4814,-1.4464,-1.4464,-1.4464,0.6019
728613.0,-0.3786,0.0692,-0.1869,-0.361,-0.7673
728640.0,1.5338,-2.2938,-0.7185,-0.2757,0.1894
728643.0,-0.5086,1.8297,1.3707,-0.4152,1.1914
728723.0,0.2695,1.4603,-0.8534,-0.1413,-0.2802
728743.0,-0.629,-0.9944,-0.8612,0.3439,-0.5721
728758.0,-0.4869,-2.6616,0.0739,0.5459,-0.8084
728819.0,-2.3292,-2.3292,-0.5983,-1.6816,-2.3292
728855.0,-0.8087,-0.4946,0.3913,-0.2997,0.125
728875.0,-0.9935,-1.011,0.0317,-0.3899,-0.3187
728989.0,0.4934,2.0927,0.752,0.8465,0.5512
729020.0,0.5349,0.1495,-0.6885,-1.6869,-0.7314
729082.0,1.1314,-1.6663,0.4773,-1.1484,0.2106
729156.0,-2.1838,-2.1838,-0.4602,-2.1838,1.1506
729176.0,1.3356,-1.2815,0.1241,-1.9176,-0.0692
729234.0,0.5441,-0.2793,-0.3416,1.4685,0.4456
729375.0,-0.5629,-1.3601,0.5544,1.0163,-0.2576
729603.0,1.8206,-0.6767,0.0756,0.4838,-0.3652
729678.0,-1.1924,0.137,1.0373,1.4241,-1.0254
729799.0,-0.3269,1.3041,-0.0056,1.3305,1.1746
729991.0,-0.8639,1.2599,0.602,-0.5341,-0.2627
4207.0,-3.8512,1.8954,0.1499,1.7044,0.1716
730101.0,0.6893,-0.8576,-1.0939,-2.0464,-1.5542
730668.0,0.424,-1.785,0.0929,-0.0867,-1.785
731789.0,-1.0318,-1.0318,-1.0318,1.3154,-1.0318
80054.0,-0.8298,-2.4787,-2.7061,0.416,0.0576
80154.0,1.7777,0.7725,-0.4977,2.288,-0.0208
81691.0,1.3425,-0.7473,0.8556,-0.2473,0.5342
84740.0,2.1999,2.527,2.6907,2.5205,2.8717
84856.0,-0.8274,0.227,1.0768,0.167,-1.974
84931.0,0.4087,-1.8869,-1.1112,-1.8869,-1.3734
84989.0,-0.3993,1.7536,0.7413,0.8911,-2.1328
90110.0,0.0943,-1.9206,-0.2566,1.1725,-0.0123
90246.0,0.1472,-1.6039,0.6407,-2.2887,-0.9115
90586.0,-0.5544,2.3282,-0.5829,-0.6901,0.9115
90784.0,-0.1436,0.1984,1.2538,1.2869,0.5626
90834.0,2.1211,-0.1529,0.3495,1.3337,0.1569
91316.0,0.9763,0.6208,-0.217,1.8032,-0.7818
91450.0,1.3924,1.6858,0.0762,0.603,-0.3034
91948.0,1.9372,0.3651,-1.7909,-0.5531,-1.7909
92249.0,-0.6857,-1.3481,-1.9325,0.6153,0.173
92659.0,-0.0552,0.5536,0.1808,0.369,0.4688
51754.0,0.971,-0.1664,-0.4149,1.7292,-1.7598
93622.0,-1.2691,0.1485,-0.5734,1.4423,-0.1458
96610.0,-0.5369,1.2385,1.6424,0.8414,-0.3605
118426.0,-2.1742,1.2623,-0.7722,1.0465,-0.4087
503693.0,1.0804,-0.1741,-0.7668,0.4906,-0.6013
29931.0,0.4868,-0.8723,0.7999,-0.3249,-0.4773
9361.0,-1.3122,1.0439,0.4076,0.4645,0.7847
83752.0,0.3467,-1.2317,0.5676,-0.4685,-0.0139
91694.0,0.1389,-1.233,-0.594,0.656,0.9641
164832.0,-0.5911,-0.5633,1.0948,-1.4233,-1.2118
79836.0,0.6264,-0.3627,-0.8274,0.447,0.6556
4015.0,-0.6024,0.9398,0.8751,0.0238,0.8495
125336.0,-0.9794,1.1149,-0.1637,-1.5562,-1.4137
4016.0,-0.3287,2.0419,0.533,-0.1244,0.9582
4017.0,-0.4454,1.786,0.6007,0.415,0.5908
84695.0,-0.5218,2.0472,0.5529,0.2543,1.0291
84171.0,-1.3143,-0.1519,0.3861,1.3868,0.1939
4018.0,-1.3014,-1.3014,-1.3014,-1.3014,-1.3014
80350.0,-0.3562,1.4745,-0.0698,0.5764,0.7773
1902.0,-0.2145,2.0476,0.0146,0.6041,0.2024
9170.0,-0.3557,2.4527,1.027,0.8586,-0.3772
23566.0,-0.117,-1.5641,-0.7073,1.1692,-1.5641
2846.0,-2.043,-2.043,0.5952,-1.0099,-0.5073
57121.0,-1.0703,0.9061,-2.626,0.6947,0.5003
10161.0,0.779,-0.6296,0.4152,-1.0932,-1.1903
79888.0,1.0254,0.8249,3.2204,0.6664,1.9742
54947.0,0.8427,-1.5244,-1.7966,-2.6593,-0.4661
10162.0,-0.0164,1.2571,-0.6144,-0.7544,1.0522
254531.0,-0.7502,0.7767,0.9035,-0.2111,1.025
9926.0,2.1384,-1.9094,-0.2119,-0.1227,0.1909
22859.0,0.6008,1.4854,-0.2441,-0.0972,1.7565
23266.0,-0.2862,-0.0668,0.9884,-1.1534,-0.7664
23284.0,0.0973,-0.8581,-0.8656,-1.642,-2.0958
23175.0,2.2447,1.2216,1.3837,1.3802,-0.0102
9663.0,0.9505,-0.8187,1.1539,3.1872,-0.9695
64900.0,-1.0835,-0.3677,-1.2288,0.8208,-0.7299
4023.0,-0.7096,-0.4369,-1.1484,-1.6057,-0.9327
4025.0,-0.2945,-0.4525,-1.3461,-1.3461,-0.8148
4026.0,1.066,-0.52,0.3925,-0.1315,-0.37
54886.0,1.3733,-0.6805,-0.7501,0.4767,0.0916
64748.0,-0.1583,2.4363,0.7141,-0.2199,0.0235
79948.0,-1.1608,0.3939,-0.2415,-1.1608,-0.5653
9890.0,0.755,-0.6248,0.1946,0.1333,0.3121
9404.0,-0.0831,3.1862,1.1296,0.3027,0.695
642946.0,0.1697,-0.04,0.1942,-0.6316,-0.9171
9227.0,-1.423,-1.423,-1.423,-1.423,-1.169
987.0,0.5012,-0.4591,0.0092,-0.6382,0.3009
23143.0,-1.1312,-1.5729,0.3999,0.4603,1.4751
57631.0,0.5502,-1.6119,0.7929,-0.1393,0.4255
84859.0,1.4258,0.2144,0.3106,-0.5837,1.1128
4034.0,-0.19,0.7722,0.2887,1.0282,-0.3862
55367.0,1.1232,1.844,0.2958,1.3787,1.3003
57622.0,-0.5241,1.347,0.3897,1.4021,-0.2602
57497.0,-1.4634,-1.4634,-1.4634,-1.4634,-1.4634
79414.0,-0.7688,2.3459,1.413,1.3009,2.1526
78999.0,-0.3297,0.6339,0.0351,0.7621,1.3646
145581.0,-0.7181,0.0334,-0.5827,-1.0269,-1.2026
116844.0,0.1473,-1.1189,0.7529,0.5314,-1.3433
136332.0,-0.9406,0.6966,-0.8302,2.6782,-1.8336
26018.0,0.4136,1.7462,0.1978,-0.5337,-0.685
9860.0,0.8124,0.5696,-1.3002,0.467,0.4705
121227.0,1.8806,0.5518,0.7603,0.9269,1.0068
340745.0,-1.7137,-2.1867,-2.1867,-2.1867,-2.1867
345193.0,-0.0849,-1.2307,-0.2668,-0.1535,-0.7324
4033.0,0.4091,0.3413,0.8972,0.3948,0.1567
26020.0,-0.8089,2.2257,0.864,0.9019,0.1201
84918.0,-0.3226,-1.3994,0.9217,-2.4203,-0.9197
29967.0,-0.282,0.4727,-0.447,-0.3911,-1.1494
4035.0,-0.8918,0.717,-0.6341,-0.9608,-0.2436
53353.0,-1.1856,-0.4621,-0.1752,-1.1856,-1.1856
4036.0,-0.6765,0.7018,-1.0119,-0.8616,-1.0119
55805.0,-0.6231,-1.3919,0.089,1.6927,-2.6172
4037.0,-0.6485,0.7053,0.3847,0.2337,1.0525
4038.0,0.7496,-1.9652,-3.029,-0.6677,-0.8656
4041.0,-1.1424,0.9693,0.4,0.4516,-0.116
91355.0,1.2977,1.125,0.1114,2.0477,-0.554
4040.0,1.1362,0.2188,-0.961,-0.9565,0.9441
7804.0,1.3621,1.7362,-0.1709,-0.2088,0.3993
4043.0,-2.8492,1.0444,0.7038,2.2312,1.593
10128.0,0.5005,-2.4701,-1.4595,-0.8029,-0.0347
390205.0,-1.3273,-1.1444,-2.4459,-0.2699,-1.6169
9684.0,1.6743,1.1604,-0.9451,0.5743,0.1466
389257.0,-1.4574,-1.4574,-0.2817,-0.1269,-1.4574
131578.0,-0.9378,1.5845,0.93,-0.382,-1.4857
55227.0,0.4946,-1.1669,0.0107,0.982,1.6868
55604.0,0.7549,-2.7289,1.1586,0.1094,0.3128
90668.0,0.3618,1.017,-0.8034,0.8247,1.375
10234.0,-0.4878,0.5548,-0.2673,-0.2156,-1.0919
474354.0,-2.0594,-2.0594,-2.0594,-2.0594,-2.0594
64922.0,0.1549,-2.0608,-4.0887,-0.6706,-2.5703
55222.0,0.5207,0.5655,-0.2909,0.3447,-0.7969
10233.0,-1.2179,0.5829,0.0476,0.1332,-2.1098
441381.0,-2.2505,2.4162,0.6851,1.3761,1.6459
126364.0,-0.2983,1.984,1.4857,0.4186,1.2695
389816.0,0.0392,1.6575,-0.6617,0.7673,0.1413
80313.0,0.8157,-1.1109,0.7599,1.7498,-0.8324
79442.0,0.2278,-3.5111,-1.9477,-1.6878,-2.9815
123355.0,-0.9377,-1.1609,-0.2535,1.01,-1.5837
26231.0,-0.5081,0.8668,0.0128,0.6018,-0.0697
79782.0,0.2222,-2.0312,-0.0339,-2.4636,-4.8155
2615.0,-1.3568,0.7586,0.4453,1.2789,0.6359
375387.0,-1.1066,1.494,0.9186,-0.0182,1.1909
151827.0,0.4378,-2.9382,0.1742,-0.0643,-1.0595
55282.0,0.6432,-1.9036,-1.1991,-3.0797,-2.2519
474170.0,0.6209,-0.2657,0.439,-0.668,-0.0259
374819.0,-0.0212,-0.9133,-1.5942,-0.0844,-0.3623
55073.0,1.8445,-2.3376,-0.3315,0.353,1.5704
9884.0,0.4302,-0.4595,-0.5406,-1.0309,-0.3208
114659.0,0.319,-1.6008,-0.3375,-0.1267,-0.0243
147172.0,0.9681,-0.4736,0.2345,0.1087,0.416
81543.0,0.0278,0.8311,1.097,-0.2224,2.1021
127495.0,-0.3184,-0.336,0.6986,2.2157,-1.728
116135.0,-1.6266,-1.6266,-1.6266,-1.6266,-1.6266
55631.0,0.9951,-1.592,0.4282,-1.2661,-0.1897
10489.0,-1.6894,-1.4984,-0.9464,1.1353,2.0829
115353.0,-0.3271,0.2709,2.141,-0.9851,1.0324
254050.0,0.6241,-0.4546,-1.1153,-0.821,-1.5617
201255.0,0.3975,0.6004,1.2346,0.8185,0.4526
64101.0,-0.1834,0.142,0.147,-1.0475,-1.8565
90506.0,1.1003,0.5352,1.5624,1.119,-1.6407
57470.0,-0.8376,-0.7727,0.7427,1.4216,1.955
83450.0,-0.2261,0.656,1.1042,0.6243,-0.427
54839.0,0.1188,-1.7753,-2.5018,-0.9177,-0.8945
94030.0,0.0659,0.4216,-0.5297,0.7587,-0.3073
57689.0,-1.6741,0.96,0.1206,0.1366,-0.1982
123872.0,-1.5398,1.0535,0.2515,3.0444,-0.797
219527.0,-0.1448,0.3954,0.2645,-0.786,-1.3763
115399.0,0.4914,0.7927,-0.1297,0.8158,0.1877
255252.0,1.2153,-1.1941,-1.0489,-1.4893,0.2643
116064.0,2.0136,-1.375,-0.2839,-0.8141,1.4795
55379.0,-1.4404,0.0954,0.2737,-1.2007,-0.7186
65999.0,-1.5744,1.4883,-0.1736,0.1619,1.6134
23639.0,1.6774,-1.2206,-0.076,-0.8283,-2.7455
339977.0,0.1543,-2.921,-0.6201,0.5563,-1.251
100130742.0,0.9205,-1.2257,-1.6799,-1.516,-0.7877
100130733.0,-0.7277,-1.5317,0.5195,-0.6768,-0.097
57554.0,0.5742,-1.4853,-1.4853,-1.4853,-1.4853
56262.0,-1.0842,3.9477,0.9574,0.8732,0.2566
23507.0,1.3857,-1.0779,0.2755,-0.9554,0.8697
84230.0,-0.2135,0.6846,1.2574,0.5005,0.5816
55144.0,0.5392,-2.3897,-1.9391,-2.044,0.4923
80131.0,0.6877,0.5739,-0.4067,1.0002,0.1274
85444.0,1.5287,-1.9472,-0.3039,-0.827,-2.162
9208.0,-0.897,-1.3813,0.2452,-0.7813,0.0918
9209.0,0.6079,-2.2828,-0.5545,-0.494,-0.4175
84125.0,-1.249,-1.249,-1.249,-1.249,-1.249
127255.0,-0.3747,-2.5107,-0.4859,-0.7262,-1.2858
344657.0,0.062,-0.387,1.1688,0.0736,0.1177
79705.0,0.5085,0.8613,0.8057,1.41,0.9698
120892.0,0.5225,0.3343,1.0165,-0.6946,0.9997
57633.0,-1.0356,-1.555,-0.7145,0.3254,-1.7759
10446.0,0.5654,0.9279,0.6477,1.9592,0.1548
54674.0,0.6954,-0.423,1.153,2.0407,-1.9769
164312.0,-0.3792,-1.2184,-0.1715,0.9934,-1.7883
221091.0,-1.0054,-0.4222,0.3286,0.1329,-0.5537
347730.0,0.0893,-0.8575,-0.8449,-1.5396,-1.1136
26045.0,0.8422,-2.8019,0.6533,-0.584,-0.4904
80059.0,-1.4961,-1.4961,-0.6327,-1.4961,-1.4961
90678.0,-0.3574,-0.4937,-0.2702,3.05,0.2749
654429.0,-0.0908,-0.0429,-0.095,1.1992,-0.6048
220074.0,-0.8828,-0.5606,1.0824,-0.5429,-1.9294
222229.0,-1.2817,1.2896,-0.2112,-0.0788,0.1818
4045.0,-0.7903,0.5179,0.5703,-0.3543,-1.0431
55341.0,0.7837,-0.3997,-0.1759,-0.5684,-0.0692
84967.0,-1.9635,1.5022,0.8303,-0.6558,-0.9711
134353.0,0.9425,0.0287,-0.8618,1.4025,1.3415
124801.0,1.0314,-1.4403,-0.1667,-0.2702,0.073
27257.0,0.709,-0.2984,0.6923,-0.613,-0.8606
26065.0,-0.7396,-1.877,-0.9183,-1.087,0.0052
149986.0,-0.4745,-0.7569,-0.4707,-1.0131,-0.7563
57819.0,-1.3158,0.6325,0.1347,-0.3567,-0.9246
27258.0,-0.0769,-2.5635,-0.1505,-0.9982,-0.5344
25804.0,-0.7144,0.706,-0.0943,0.5474,0.4633
23658.0,1.2922,-2.7359,-0.3742,-1.2344,-0.5419
11157.0,0.4069,-1.9453,0.9223,-1.3436,-0.0237
51690.0,-1.8016,0.5232,0.2113,-0.4749,-0.5278
84316.0,-0.909,2.1933,0.5635,0.9158,0.943
4046.0,-0.9417,1.1868,1.5518,0.9161,1.3208
51599.0,-2.021,0.1059,-0.288,1.1555,0.986
4047.0,-0.6626,1.4198,-1.0868,-1.1802,0.2667
7940.0,-1.5402,1.6233,1.6056,0.2879,0.7273
4049.0,-0.7621,1.7534,1.9569,1.9599,1.5347
4048.0,0.0297,0.3914,-0.1252,0.7694,0.3381
4050.0,-0.8824,0.9348,1.321,0.186,0.6796
1241.0,1.3701,1.3155,-0.312,2.5227,0.2142
56413.0,1.5477,0.6954,-1.1836,1.7349,0.0388
4052.0,-0.2878,0.1873,0.3073,-0.3943,-0.4047
4053.0,-0.8704,1.1424,0.1958,0.1552,0.0922
4054.0,-1.5264,1.5096,0.5428,0.7763,1.0127
8425.0,-1.0071,2.0013,0.2316,1.7811,1.3698
4055.0,-1.5027,3.3748,-0.5441,2.4974,1.2625
4056.0,-1.5075,2.2205,0.9876,0.9033,0.6248
4057.0,-0.7065,-0.0011,0.9664,-2.0847,-0.44
4058.0,-0.5057,1.3639,1.627,1.2302,1.7674
84946.0,-0.1375,-2.8178,-0.5516,-1.3535,-0.2131
51631.0,0.8692,-2.5041,-0.2936,-1.9747,-0.6096
51747.0,2.2948,-2.1057,-0.1007,-0.2049,-0.7742
55692.0,1.8371,-0.0852,0.6414,1.0783,-0.6283
4060.0,-0.3443,0.4042,0.8256,-0.0935,-0.2977
7798.0,1.2843,0.1294,-0.6705,-0.1978,0.4263
338645.0,1.0969,-1.8228,-0.9756,-1.1049,-0.5593
767558.0,0.9697,0.0826,-0.5586,-1.4923,-0.8766
56925.0,-2.1528,-0.4138,0.4052,0.7992,-2.006
8581.0,1.6298,1.6839,-0.4275,-0.1859,-0.3048
4061.0,0.4048,2.5208,1.9006,1.3253,1.6905
58496.0,0.8522,-4.1795,-0.4413,1.8881,0.0055
80741.0,-0.4729,-0.8208,-0.3772,2.8914,-0.482
80740.0,-0.392,-2.2564,-1.4982,1.2875,-0.4062
58530.0,-1.2373,-1.6612,-2.0078,-2.1795,-1.8737
79136.0,-1.6489,-1.6489,-1.672,-0.2263,-1.6489
259215.0,-1.8467,-1.8467,-1.8467,-1.3924,-1.8467
4062.0,-0.2888,-0.2491,0.618,-0.8875,0.0919
54742.0,0.4819,1.412,-0.4785,0.5461,-0.6591
4065.0,0.8891,-1.5211,0.1969,-0.1862,0.2127
9450.0,-0.3964,0.4706,1.0423,0.4881,1.0343
4063.0,-0.2705,1.0348,1.457,1.1957,0.9529
23643.0,-0.4589,-0.3229,1.421,0.0424,0.5513
55646.0,-0.9284,-1.8701,-0.2178,-0.7664,0.5308
129530.0,-0.3125,2.3849,0.702,2.6596,0.7948
254773.0,0.2615,-1.5462,-1.5462,1.3977,-1.5462
4066.0,-1.7551,1.5032,1.4858,0.4593,1.0194
4067.0,1.6215,0.2764,2.5812,0.2352,0.0448
66004.0,0.4965,1.9585,0.4016,0.5377,-0.047
116372.0,0.1231,0.2824,0.9166,-1.7514,-1.5546
27076.0,-0.6668,3.0344,2.8851,1.0093,-0.9387
284348.0,0.0034,2.469,1.9609,0.9965,0.6427
130574.0,0.6617,-0.2522,0.4008,0.7888,0.2288
130576.0,0.1065,1.2288,0.605,1.8809,-2.0126
10434.0,1.0422,-0.7339,-0.8395,-1.7388,-0.566
11313.0,-0.9977,1.1364,0.1137,0.6395,0.4346
653639.0,-1.0441,1.2733,-0.1997,0.9032,0.5802
127018.0,1.0237,-1.3481,-0.6555,-0.4832,-1.056
57149.0,1.0499,-2.4709,-0.6959,-0.8504,-0.107
57226.0,0.1262,-1.7331,-0.4163,-0.0333,-0.4737
57128.0,-1.9259,-0.7405,-0.9297,-2.5669,-0.3876
144363.0,0.7921,-0.9826,-0.1956,0.2238,-0.3893
90624.0,1.4789,-1.3958,-1.3098,-1.5905,-1.0608
388695.0,-0.1754,-4.2113,-0.8625,0.0659,-0.8374
256586.0,1.3627,-0.178,1.9466,2.1971,0.8964
116068.0,1.2156,-1.2486,0.0893,-0.8227,-0.4968
145748.0,0.5898,0.0371,0.2037,0.9949,0.4043
1130.0,1.5581,0.497,1.5019,-0.9249,0.2037
10894.0,-0.2841,0.1809,1.1993,-0.7401,0.4164
4069.0,1.7866,0.2349,1.7082,-0.5494,0.3989
84328.0,0.3004,-3.1445,-0.3239,-0.7219,-0.8016
54585.0,1.0027,-2.1318,-0.0505,0.2526,0.027
8216.0,-0.3881,2.492,0.1531,1.5546,0.6562
11178.0,-0.4715,1.6142,0.4464,-0.2659,0.5679
84445.0,0.4979,0.157,0.1439,0.803,1.1165
4074.0,-1.4412,2.095,0.8269,0.4163,1.7636
10586.0,-1.1093,0.8761,1.4912,-0.2243,-0.3067
346389.0,1.9232,-2.6706,0.0528,-1.7216,-2.6215
23499.0,0.7129,-0.3465,1.6517,0.2908,-0.6214
28992.0,-0.9395,-0.042,-0.1501,-0.5523,0.9362
140733.0,0.3899,-1.3637,-0.9804,0.2521,4.2077
8379.0,-0.1736,0.3545,-0.0469,0.0744,0.2514
4085.0,1.0517,-1.5549,-0.0401,-1.5713,0.3951
9587.0,-1.345,-0.7628,-1.0526,1.1889,0.0742
10459.0,-0.3984,1.6593,0.6403,0.7937,0.9831
8174.0,-0.8034,-0.5145,-1.7978,1.2293,-1.4253
8567.0,-0.8188,1.1844,0.1452,0.9696,-0.0689
10296.0,-3.1371,1.4637,0.9654,0.2892,0.929
84944.0,1.4034,-1.1055,-0.7734,-0.2343,-1.1055
84232.0,-0.8765,0.3998,0.1305,0.5211,0.0244
4094.0,0.2786,0.9017,0.8837,0.8437,0.1461
9935.0,-0.3359,1.9913,1.5503,0.2963,1.2933
23764.0,-1.0835,1.5696,1.2808,2.6108,-0.299
4097.0,0.377,0.9337,-1.8234,0.4651,-0.9652
7975.0,0.8764,1.2257,-0.1125,1.4487,-0.5926
4099.0,-0.0246,1.7125,-1.7367,-0.4279,-0.6472
4110.0,-0.5673,-0.9452,-1.2917,-1.2917,-1.2917
4101.0,-0.6474,-0.4624,-1.049,-1.049,-1.049
4102.0,-0.3979,-0.7794,-1.0873,-1.0873,-1.0873
4105.0,-0.011,-0.6513,-1.0154,-0.9079,-1.1543
9500.0,-1.2436,-2.6844,0.3936,0.4774,-0.7457
10916.0,-1.7813,-1.8255,-0.2575,1.4154,-1.2447
728239.0,-1.3227,-0.0323,0.1725,0.4531,-1.01
81557.0,-1.2613,0.8246,0.4418,-0.4203,-0.7333
57692.0,-2.6266,0.2047,-0.1485,-0.8214,-0.5071
64110.0,0.8703,0.0555,-1.1678,1.0023,-0.2129
28986.0,-1.179,0.6068,0.4422,-0.2551,-1.0264
54551.0,-1.8045,-0.2613,0.916,-0.2479,-0.7183
9223.0,2.1189,-0.0901,-0.754,-0.4734,0.6524
9863.0,-0.8595,-1.0122,-0.3393,-0.469,-1.0724
260425.0,0.396,-0.6335,-0.4208,-0.7235,0.2179
79917.0,0.6908,-0.5296,0.4873,1.8468,-2.0063
4116.0,-1.1911,-1.8514,0.3754,0.0168,-0.1407
55110.0,1.005,-1.0527,0.0794,0.0688,0.2809
84061.0,0.0235,-0.9792,-0.5741,-0.3351,-0.4192
84549.0,1.4565,-1.2107,-0.2786,-0.5137,0.1086
4117.0,1.4325,0.4474,2.7414,2.0284,-0.0769
114569.0,1.287,-1.8342,-1.1525,-1.3047,-1.0203
4118.0,-1.3085,0.9144,0.7848,0.2552,-0.1009
378938.0,3.6405,-1.579,-0.1648,0.8893,-1.5118
7851.0,0.2298,0.9846,0.8448,0.0795,-3.9405
10892.0,0.5286,0.3755,1.0294,0.4229,1.1201
256691.0,-0.7551,-1.3754,0.3649,-1.6071,-0.7951
158056.0,0.1469,0.9061,0.1097,1.1859,0.385
9794.0,1.6469,0.535,0.2086,-0.0231,1.5152
84441.0,0.4026,0.2544,1.0856,-1.3469,-0.0032
55534.0,0.446,-1.3592,-0.318,0.5386,-0.8403
10046.0,-0.2025,1.7447,1.2766,-0.4829,-0.9254
284358.0,0.2168,0.2868,-0.365,-0.1174,-2.1743
4121.0,-0.0932,-0.6033,-0.425,-0.3577,-0.336
10905.0,1.1193,-1.0313,0.7031,-0.5437,0.5575
11253.0,-0.8941,0.636,0.5835,2.8148,0.0813
57134.0,0.412,0.0061,0.7226,-0.2319,-0.0049
4124.0,1.1022,-1.0829,0.2394,-0.5429,1.1249
4122.0,0.1869,0.9394,-0.2322,0.8918,1.8187
4125.0,-0.7302,2.428,1.1114,0.4181,0.8974
23324.0,-4.3713,1.5733,1.2933,2.1488,0.15
4123.0,-0.0188,1.5773,0.3268,1.2918,0.1274
4126.0,1.2637,0.7773,-0.1094,0.7277,1.2222
63905.0,-1.9899,-0.1689,-0.6258,-0.8976,-1.8218
79694.0,0.7044,-1.6853,-0.0385,-1.4194,-0.5317
149175.0,1.0604,1.3132,0.7901,1.0812,1.1851
7873.0,-0.8864,-0.3727,1.0915,0.7821,-0.102
54682.0,-0.0088,-1.2951,0.0113,-1.7897,-1.1294
4128.0,-0.3609,-0.54,-2.1475,0.7723,-4.4259
4129.0,-0.2308,-0.9629,0.2055,1.6854,1.0947
4130.0,-0.6533,0.389,0.7445,-0.0013,0.1442
4131.0,0.0532,-0.1391,0.8649,-1.1876,-0.3347
254042.0,0.2738,-1.8691,-2.065,-1.5422,-0.0461
84557.0,-0.5899,-0.0968,-1.3896,-2.9251,-3.2861
643246.0,-1.8618,-0.7698,-0.5347,0.4412,-1.1224
81631.0,-0.9877,-1.2664,-0.0364,0.5582,-0.776
440738.0,-0.9308,1.7199,-1.7238,1.0798,-1.4803
55201.0,-0.6701,1.7507,0.4353,1.453,0.9956
4133.0,0.2927,0.2648,0.5905,0.3054,-1.5658
5604.0,1.5917,0.7468,0.1261,0.4517,1.0475
5605.0,-1.702,1.0104,-0.5591,0.7685,-0.5721
5606.0,-0.8547,1.7057,1.3758,2.7802,0.7661
6416.0,1.1606,-0.5969,0.7228,-0.0539,0.3444
5607.0,0.4984,-0.7875,-0.4956,0.3007,-0.5674
5608.0,0.2564,-0.8953,-0.0488,-0.2427,-4.2706
5609.0,0.001,1.3521,-0.1293,0.724,0.867
4294.0,-0.4188,1.4113,-0.0126,2.22,0.6815
4296.0,-1.355,1.1488,0.8015,-0.6464,-0.0824
7786.0,-0.0211,2.7058,0.7746,0.8156,-0.2486
9175.0,1.6819,0.216,0.3656,0.1348,-0.1736
4214.0,1.9282,-0.6506,2.6921,-0.4284,2.3553
9020.0,-0.9535,3.4466,0.7821,0.5552,0.842
389840.0,-1.2683,0.5094,-0.344,5.7415,-1.2683
10746.0,1.0653,-1.2905,0.0468,-0.4153,0.1562
4215.0,-0.0724,0.9725,0.8808,-0.1555,0.6557
4216.0,-1.7553,-0.6509,0.76,0.4707,0.932
4217.0,0.7767,0.1396,1.3848,0.7926,1.0414
9064.0,0.2782,1.521,1.4929,1.2279,1.5212
6885.0,0.2091,-2.562,0.0315,-1.3269,-0.043
1326.0,1.0779,0.4483,2.2005,1.4003,0.1934
4293.0,1.4782,0.3494,-0.0516,0.6768,0.3626
4134.0,-0.976,0.5415,0.5296,0.5016,1.1041
11184.0,-0.555,1.0362,1.8744,1.5024,1.3357
5871.0,-0.4914,2.2121,-0.0812,0.6858,-0.5863
8491.0,1.0891,-2.2196,-0.7545,-1.3307,-0.67
9448.0,0.3084,2.9488,0.4587,0.0585,0.9181
11183.0,1.5643,-0.926,0.2199,-0.1656,0.1016
4135.0,-0.625,-0.2946,0.7597,-0.8083,0.0742
79929.0,1.7776,0.103,1.4543,1.1348,2.6266
9053.0,0.387,-4.0606,-1.8006,-0.838,-1.1041
55700.0,-1.7512,2.2304,2.0841,0.5776,0.6324
256714.0,-0.4229,-1.3486,-1.775,-0.2542,-1.314
79649.0,1.0804,0.8541,0.5377,1.2637,-0.9405
79884.0,0.2471,-1.1302,0.2192,-1.0453,-0.1992
5602.0,-3.2788,0.4407,0.032,1.7847,-0.1624
5600.0,0.2161,3.0929,2.2586,3.628,2.4773
6300.0,0.6443,2.9625,1.2417,2.7733,3.2821
5603.0,-1.5734,-1.2532,-1.7721,-1.3607,-0.361
1432.0,-0.7768,-1.9886,-1.2891,-1.4459,-0.2839
225689.0,0.7265,1.1225,0.3425,2.0874,0.4788
5594.0,0.5088,-0.3005,0.0507,-0.4845,0.9607
93487.0,1.3914,-0.2427,0.6019,1.2872,0.6804
5595.0,-2.1618,-0.3475,-0.2366,-0.5621,-2.822
5596.0,-0.9364,-0.9111,-0.1996,-1.445,-1.2077
5597.0,1.4612,-1.2412,0.3367,0.0587,-0.4881
5598.0,-0.1141,1.6503,0.7484,0.5863,0.5645
5599.0,0.2325,-1.0592,-0.5305,-0.4483,-0.3425
9479.0,-1.2526,-0.5214,-1.0305,-0.2026,-0.0214
23542.0,0.2422,2.3757,1.097,2.1191,0.0395
23162.0,0.7296,0.9756,0.1945,0.8319,-0.3999
5601.0,2.0712,0.5907,-1.3198,-0.6509,-0.4693
79109.0,-2.0813,-0.4322,-0.6623,1.0335,-1.166
9261.0,0.4712,0.0137,-0.0005,2.1074,0.0258
7867.0,-1.7093,1.0624,-1.2962,-0.3336,-0.3574
8550.0,-1.1917,-1.7,-1.4843,-0.66,0.332
23005.0,0.1144,2.6463,0.1336,-0.5347,-0.1219
8649.0,-0.1281,-2.3778,-0.105,-0.3229,0.4307
